numero_de_cliente	cluster2
4572841	1
4576124	2
4579001	3
4579372	4
4579843	5
4581794	2
4589554	4
4595212	5
4597311	5
4597851	5
4603880	5
4604458	5
4606365	5
4609795	4
4621140	5
4622475	5
4622484	4
4625139	5
4631780	5
4638387	6
4651751	5
4657425	7
4659863	1
4673774	2
4673799	1
4692840	1
4694128	1
4694618	5
4699139	5
4700691	3
4704480	4
4704876	1
4717992	5
4719233	5
4721102	4
4721391	3
4722798	1
4725123	5
4725525	7
4735110	6
4738500	5
4741079	5
4747868	2
4756580	5
4765260	1
4789670	3
4794191	4
4798734	3
4799227	5
4803286	1
4807320	7
4808124	7
4817467	1
4831425	6
4831686	5
4833329	5
4850900	4
4854626	3
4855075	5
4868323	1
4873988	7
4884942	5
4887154	4
4900924	1
4902504	5
4904015	5
4904298	5
4905689	1
4910574	5
4914926	5
4918102	1
4922340	5
4927178	7
4934111	1
4940897	7
4945245	5
4949068	6
4950476	7
4953068	5
4953655	5
4955198	7
4956024	1
4960997	5
4961625	6
4963815	5
4967183	5
4970425	4
4970613	3
4984207	5
4985712	5
4987330	5
4988181	5
4993651	3
4999610	5
5006996	5
5009641	5
5012302	6
5013795	5
5015174	1
5019113	5
5023232	6
5044353	5
5044362	5
5047268	6
5050284	5
5058986	5
5064644	5
5066316	5
5067714	7
5071547	6
5076020	5
5086155	4
5102837	1
5108818	1
5109839	5
5111574	5
5112161	5
5112554	1
5122349	5
5129575	7
5132877	1
5133251	5
5140740	5
5146863	5
5147008	1
5153467	1
5153941	5
5161167	1
5167937	5
5169680	3
5170010	5
5170114	5
5170925	6
5173202	5
5178609	5
5179287	3
5182954	5
5183447	5
5194348	5
5198957	5
5199513	1
5200248	5
5204546	5
5225485	5
5232189	1
5232723	7
5237900	7
5246737	5
5247221	2
5247909	5
5252829	4
5264183	5
5267393	5
5274352	5
5274698	5
5277318	5
5292237	5
5292523	5
5297066	5
5301376	7
5303073	1
5303682	1
5306399	5
5307018	1
5310722	5
5311715	6
5321969	2
5326851	7
5329273	5
5333226	7
5343907	1
5347422	5
5359228	7
5360900	5
5372313	3
5382008	1
5382684	5
5390217	4
5390626	3
5403845	7
5407590	5
5409745	1
5419905	5
5425777	7
5429745	1
5430574	5
5432186	7
5435817	7
5442531	4
5445431	5
5447071	5
5448855	5
5458145	5
5459103	1
5468917	5
5469486	5
5475992	5
5489605	1
5494832	7
5495281	2
5499856	7
5501800	5
5504471	5
5506268	5
5506334	5
5515262	5
5517094	7
5517367	1
5518275	3
5527345	5
5529610	3
5542474	5
5546848	5
5552455	5
5559119	5
5559392	5
5562370	5
5562402	5
5566919	7
5570997	5
5576397	5
5583397	3
5584248	1
5589137	7
5597562	5
5602809	1
5603503	3
5605482	5
5610147	5
5610490	5
5612742	4
5614448	4
5623512	7
5626732	1
5629493	7
5636009	5
5637690	7
5639223	1
5650504	1
5651855	1
5661019	5
5661811	5
5663705	1
5666483	5
5667353	4
5676821	5
5686014	5
5686881	5
5690220	1
5692438	1
5702639	5
5717753	4
5719051	1
5721030	5
5725623	5
5727583	1
5738981	7
5749659	1
5751478	5
5753206	1
5758044	4
5762797	5
5766269	5
5767042	5
5767667	7
5768245	1
5774192	3
5778135	5
5785455	1
5789617	1
5792504	5
5793896	6
5793940	7
5795288	6
5797019	5
5801932	7
5805900	5
5806104	1
5816748	5
5818818	5
5822120	5
5828117	1
5836245	3
5839722	5
5843807	5
5844897	5
5852132	3
5863495	5
5865917	4
5869442	5
5877265	5
5880111	1
5880284	3
5881858	3
5898502	1
5908674	3
5909513	4
5927436	5
5927445	1
5929409	5
5933106	5
5938438	5
5955358	5
5961996	4
5974475	1
5975087	7
5975772	4
5976520	1
6000798	1
6001247	2
6002592	1
6006626	5
6014829	1
6018495	5
6020286	5
6021903	5
6023606	5
6024200	5
6027681	6
6028290	3
6032123	5
6033889	7
6035271	5
6035327	5
6036923	5
6038579	5
6040159	5
6041309	3
6044218	7
6048899	4
6052151	1
6054237	1
6054419	5
6061729	7
6070020	5
6073730	5
6084151	7
6085009	5
6085285	4
6089225	5
6089498	5
6092991	4
6095300	4
6096205	7
6096435	4
6099793	5
6100239	3
6103246	7
6116371	5
6116808	1
6119290	1
6120581	7
6121011	5
6123342	2
6123562	5
6127119	7
6134209	5
6137970	5
6143065	5
6144378	5
6154469	7
6154482	5
6158157	5
6158977	6
6168698	1
6176988	1
6178301	4
6184497	5
6186715	5
6191138	5
6200139	5
6202215	1
6203868	4
6205919	1
6206133	5
6210889	1
6211395	5
6217804	5
6220267	4
6222004	5
6222284	7
6222491	1
6227964	7
6229717	3
6230807	5
6236286	3
6236983	4
6239804	7
6241268	5
6242176	2
6244159	5
6244799	5
6244982	5
6250778	5
6252232	7
6260881	7
6263074	7
6264199	5
6268449	5
6272973	7
6278851	5
6279489	5
6281452	7
6281914	5
6292316	5
6293544	3
6294924	5
6295919	1
6297079	1
6304644	5
6310921	5
6314317	5
6314964	6
6318806	6
6331602	5
6336562	7
6342283	5
6347837	7
6372700	7
6376121	5
6378782	1
6379731	5
6385926	4
6391713	5
6394239	7
6398373	7
6399347	5
6399944	1
6402668	5
6405932	5
6409227	3
6410075	7
6422758	5
6426182	5
6426566	5
6429736	5
6435504	3
6439770	5
6446000	1
6450153	3
6463517	5
6468434	3
6473608	4
6475590	1
6477359	1
6480369	5
6488395	5
6490557	7
6490610	5
6490946	7
6491867	3
6494886	7
6495920	5
6496444	2
6506469	1
6510032	5
6510217	5
6510613	6
6513575	7
6514059	5
6516283	7
6530710	5
6531404	5
6543681	7
6550300	4
6552006	1
6554407	2
6562063	5
6566731	5
6568377	1
6569756	7
6569781	7
6576649	5
6577240	5
6589077	5
6591085	4
6591678	7
6603268	6
6606940	2
6608464	5
6614172	3
6622614	5
6625875	5
6652233	5
6653068	4
6654212	5
6654435	5
6656386	5
6659285	6
6661334	2
6673938	5
6674638	5
6677482	7
6679492	1
6684619	7
6697647	3
6700465	7
6701348	5
6708759	5
6715580	7
6716393	7
6719544	1
6722413	7
6732736	1
6733235	1
6737276	1
6737587	3
6737857	4
6742852	1
6745378	1
6745748	5
6752358	5
6757994	7
6768858	7
6778028	5
6783777	3
6796535	5
6796557	3
6797167	5
6797453	7
6814169	1
6824835	7
6827402	7
6850059	5
6852638	7
6866580	4
6870357	4
6870821	1
6874629	7
6879558	3
6885131	5
6885144	7
6889055	5
6903610	7
6903799	1
6916525	4
6917166	5
6924153	4
6929082	5
6942277	5
6950649	5
6960878	7
6973156	1
6977466	1
6980435	5
6990783	1
7015432	5
7017587	7
7017650	3
7024738	5
7024860	5
7026029	5
7034709	5
7035617	5
7036456	5
7040643	7
7041196	5
7048585	5
7052274	7
7054645	3
7057046	1
7066599	3
7067674	5
7072842	5
7077918	4
7083375	5
7084343	5
7084739	5
7091971	5
7096535	5
7097321	5
7106290	4
7107635	4
7108580	7
7113811	1
7118734	6
7124464	5
7124719	1
7128976	1
7135988	7
7136512	7
7138328	5
7140053	4
7140826	1
7152387	4
7156084	5
7160847	5
7168208	3
7170297	5
7170715	7
7177032	5
7183620	7
7184173	5
7187865	7
7188305	3
7192414	2
7196036	4
7199800	4
7206105	1
7206626	5
7229893	6
7242456	1
7245079	7
7247919	1
7256776	5
7264771	5
7267115	7
7268497	1
7278449	2
7279474	5
7286492	1
7288550	5
7299134	1
7303328	5
7304650	1
7308913	1
7310654	5
7319058	7
7334477	7
7335746	5
7345152	5
7346179	7
7350998	4
7355799	3
7361953	7
7366961	2
7367909	7
7370030	3
7382876	7
7385612	1
7385782	4
7388465	1
7389621	5
7392282	5
7400469	7
7411631	5
7413569	5
7414908	5
7425953	5
7426117	5
7433826	5
7449531	5
7451642	5
7455695	1
7456788	1
7467548	2
7469826	2
7472223	7
7477941	3
7480934	5
7490199	5
7493545	2
7499319	7
7501719	5
7503117	5
7505715	1
7507547	4
7511053	5
7523412	5
7527791	7
7533327	4
7536883	7
7542130	1
7543402	4
7543930	1
7547128	5
7551093	5
7561953	3
7565754	5
7589926	5
7594057	5
7594588	1
7600280	5
7611518	5
7615637	1
7626076	5
7629343	7
7635692	1
7640820	1
7642862	4
7646342	5
7653339	5
7653813	3
7655817	5
7665346	5
7669732	7
7675616	5
7679662	7
7685628	3
7694783	4
7697082	7
7701569	5
7707808	5
7708160	1
7717732	1
7736151	6
7739214	5
7743930	7
7745196	5
7758073	5
7758639	1
7759471	5
7768057	2
7768733	5
7768799	5
7774064	3
7774739	7
7781588	1
7783046	5
7783486	5
7797054	4
7805071	5
7810601	4
7814487	4
7816689	7
7818247	2
7822441	7
7829692	7
7830745	7
7833933	5
7835966	5
7841068	7
7849930	7
7856314	2
7862676	3
7866687	5
7869273	5
7870809	5
7883099	3
7886090	5
7887538	1
7890224	1
7894101	7
7896407	5
7905348	4
7911911	5
7913306	1
7923751	1
7926192	5
7926635	7
7931100	1
7940911	5
7946220	7
7960715	7
7964966	5
7965132	4
7966370	1
7967152	7
7974900	7
7976964	5
7978236	1
7978651	1
7981946	7
7983746	1
7985603	5
7994915	2
7995047	5
8003422	5
8006020	5
8013752	5
8018046	5
8019246	5
8020409	5
8030342	1
8036283	3
8036846	5
8045183	1
8050263	3
8051969	5
8053044	2
8063794	4
8070439	5
8071749	5
8073062	3
8075921	5
8082967	2
8087579	4
8093181	4
8095722	1
8111160	5
8113431	4
8133874	5
8137797	1
8140992	1
8144879	5
8149022	5
8150895	5
8154074	5
8172902	6
8177253	3
8177806	1
8178308	5
8179578	5
8186992	5
8190561	5
8199671	5
8205951	5
8207541	4
8230845	5
8233311	5
8235448	1
8242193	7
8243606	5
8243939	5
8246949	3
8247103	7
8255306	5
8256556	5
8260254	7
8262547	7
8266285	4
8268802	5
8275286	3
8285594	5
8301057	4
8305427	5
8309938	5
8321719	5
8324779	5
8328599	7
8334634	1
8340424	6
8341514	7
8344357	7
8355648	5
8363907	5
8373587	5
8375767	5
8375852	2
8382647	1
8396159	6
8396910	5
8404110	5
8408119	5
8409583	5
8414638	7
8420359	5
8427770	3
8428087	7
8431888	2
8437452	5
8438489	1
8458469	5
8461737	5
8464708	5
8468123	7
8468362	5
8473533	7
8474708	4
8475428	7
8496467	5
8499370	5
8510271	5
8524779	5
8525473	1
8532928	1
8540097	5
8543597	3
8559380	3
8565287	5
8565312	5
8566725	1
8578896	5
8580153	7
8595173	1
8602741	2
8614459	5
8622743	4
8630848	1
8635690	1
8637000	3
8650527	1
8651844	5
8652108	5
8653345	1
8656968	7
8659314	2
8659704	5
8666301	5
8666659	5
8673580	1
8682481	5
8686257	3
8702847	4
8703297	5
8707010	5
8708801	1
8711317	5
8720409	4
8720711	3
8723783	5
8726504	7
8727534	5
8727921	5
8735316	7
8742834	3
8747229	5
8756302	6
8764881	4
8767329	7
8769609	4
8769974	3
8774089	5
8779763	7
8785732	5
8786263	5
8786819	5
8790234	1
8792188	4
8792311	6
8796753	5
8812222	7
8820632	5
8828854	1
8830739	5
8838413	5
8844015	3
8846786	7
8853641	2
8863644	1
8871755	4
8874061	5
8878133	7
8879260	5
8880778	2
8887130	3
8893187	4
8894139	5
8898072	7
8900356	5
8906240	5
8907623	5
8910937	7
8916165	5
8931408	5
8941445	5
8946594	5
8958573	5
8959195	1
8961300	1
8963320	5
8963719	5
8976612	7
8984717	1
8985867	5
8988827	5
8995141	5
8998804	5
9005235	6
9006300	7
9028068	1
9030547	1
9033824	5
9034524	7
9048401	1
9056383	7
9058881	2
9063018	3
9063716	7
9065177	1
9078305	2
9079232	5
9080181	5
9081463	1
9089411	5
9092172	5
9093608	5
9099756	1
9105176	5
9107098	7
9108905	5
9112800	5
9114544	6
9125285	6
9125665	6
9140760	7
9145561	4
9150716	5
9156506	5
9157829	7
9164074	4
9169229	3
9173951	5
9178755	4
9187542	5
9192581	7
9195349	5
9195971	5
9201566	5
9202446	5
9209979	5
9334845	5
9463235	4
9508826	1
9730667	5
9748712	7
10210143	3
10227833	4
10525182	1
10607281	4
10806599	5
10912553	1
11282796	1
11351175	6
11454311	7
11892880	3
11974147	5
12179802	5
12243771	2
12404649	7
12410147	5
12410345	6
12411689	7
12418060	5
12419260	4
12426310	1
12428811	5
12434726	5
12440843	1
12453221	5
12458581	5
12464920	1
12465932	5
12468973	7
12469322	5
12471580	5
12485325	2
12485664	6
12487631	5
12495300	5
12500417	4
12500961	5
12505236	6
12515578	4
12531764	7
12536291	3
12537061	5
12542185	5
12545901	3
12545980	6
12550576	5
12558172	5
12562677	7
12563987	5
12566105	1
12572897	5
12575605	4
12579692	5
12586450	4
12587556	5
12587775	5
12590493	4
12591982	5
12601083	1
12601360	5
12610948	1
12618183	5
12621648	5
12628858	4
12630250	5
12631783	2
12636875	7
12638437	4
12668549	4
12680298	4
12696079	7
12697024	5
12701237	7
12701997	1
12702572	5
12707313	5
12708937	4
12734965	6
12753199	7
12758270	4
12762344	1
12769096	7
12782702	5
12795262	3
12805984	7
12833404	5
12834774	1
12838192	5
12838669	6
12839207	1
12839829	7
12843818	5
12852753	1
12853658	5
12855178	4
12856913	5
12860818	1
12876211	7
12978109	1
12995381	5
13015733	3
13020860	3
13023219	4
13026904	7
13040997	5
13041198	4
13042474	5
13045948	5
13050761	5
13060422	5
13066454	5
13068427	1
13083883	5
13107630	5
13108963	5
13109481	5
13109625	5
13109723	7
13112902	5
13114643	5
13120857	7
13123923	7
13126555	2
13130011	5
13130539	7
13133404	4
13140347	2
13150975	5
13153856	4
13162109	7
13175743	7
13187081	4
13197926	7
13215230	5
13216386	1
13217790	5
13229571	3
13234526	5
13237648	5
13246043	4
13247422	5
13258433	7
13264877	1
13273563	7
13282551	5
13285372	5
13290135	5
13300556	5
13301922	7
13303185	5
13305812	1
13311994	1
13312575	5
13313128	1
13331158	1
